id_ligne,id_commande,id_produit,quantite
1663,682,4,3
1664,682,4,2
1665,683,8,1
1666,683,1,2
1667,683,3,3
1668,683,20,3
1669,684,12,1
1670,684,9,1
1671,684,17,2
1672,684,8,3
1673,685,8,1
1674,685,2,1
1675,686,20,1
1676,686,13,1
1677,687,4,2
1678,687,14,2
1679,688,10,1
1680,688,14,2
1681,688,2,2
1682,689,16,1
1683,689,20,2
1684,690,9,3
1685,691,15,3
1686,691,14,1
1687,692,7,2
1688,692,18,1
1689,693,20,3
1690,693,13,3
1691,693,9,2
1692,694,1,1
1693,694,18,1
1694,694,8,2
1695,695,11,3
1696,695,16,3
1697,695,14,3
1698,696,11,3
1699,696,18,1
1700,696,19,3
1701,697,15,3
1702,697,6,1
1703,697,4,1
1704,697,5,2
1705,698,4,2
1706,699,3,2
1707,699,14,3
1708,699,3,3
1709,699,1,1
1710,700,18,1
1711,700,16,3
1712,701,7,1
1713,701,5,3
1714,701,4,2
1715,701,8,3
1716,702,12,3
1717,702,20,2
1718,702,11,2
1719,703,10,2
1720,703,17,3
1721,703,12,1
1722,703,6,2
1723,704,14,3
1724,704,1,2
1725,704,15,3
1726,705,18,1
1727,706,17,3
1728,707,13,2
1729,707,11,2
1730,707,11,1
1731,707,18,2
1732,708,14,2
1733,708,13,1
1734,708,7,2
1735,709,19,3
1736,709,15,2
1737,710,16,3
1738,711,17,3
1739,711,11,1
1740,712,16,2
1741,713,2,3
1742,714,7,2
1743,714,8,3
1744,715,8,1
1745,715,18,2
1746,715,19,2
1747,716,18,1
1748,717,15,1
1749,717,16,1
1750,717,8,2
1751,717,14,2
1752,718,10,3
1753,718,4,3
1754,718,2,1
1755,719,4,3
1756,719,3,1
1757,719,19,1
1758,720,7,3
1759,720,19,1
1760,720,7,2
1761,720,18,1
1762,721,8,1
1763,722,3,3
1764,722,16,1
1765,723,13,2
1766,723,20,2
1767,723,14,1
1768,724,13,3
1769,725,13,1
1770,725,10,3
1771,726,3,3
1772,726,19,2
1773,726,7,2
1774,727,10,1
1775,727,2,3
1776,727,16,3
1777,727,3,1
1778,728,5,2
1779,728,12,1
1780,729,9,3
1781,730,7,1
1782,730,12,1
1783,730,17,3
1784,731,20,1
1785,732,14,1
1786,732,5,1
1787,733,1,2
1788,733,8,3
1789,733,19,3
1790,734,11,2
1791,734,4,3
1792,734,8,2
1793,735,6,2
1794,736,12,1
1795,736,2,3
1796,737,8,1
1797,737,14,2
1798,738,19,3
1799,738,4,2
1800,739,10,1
1801,739,3,3
1802,739,19,1
1803,739,11,2
1804,740,13,3
1805,740,5,1
1806,741,7,3
1807,741,11,1
1808,742,15,2
1809,742,12,1
1810,743,3,1
1811,743,1,2
1812,744,12,3
1813,745,12,1
1814,745,10,3
1815,745,8,3
1816,746,6,1
1817,746,1,1
1818,746,7,2
1819,747,10,3
1820,747,16,3
1821,747,18,2
1822,748,9,1
1823,748,3,1
1824,748,20,1
1825,748,17,3
1826,749,19,3
1827,749,19,2
1828,750,1,3
1829,750,18,2
1830,751,17,1
1831,752,14,1
1832,752,2,1
1833,752,20,3
1834,753,9,2
1835,753,8,2
1836,754,13,2
1837,754,13,3
1838,755,2,2
1839,756,5,3
1840,757,11,3
1841,757,3,2
1842,758,10,1
1843,759,6,1
1844,759,1,1
1845,759,5,1
1846,759,15,3
1847,760,20,3
1848,760,10,2
1849,760,13,1
1850,760,13,3
1851,761,16,3
1852,762,8,1
1853,762,4,1
1854,762,15,2
1855,763,11,3
1856,764,1,3
1857,765,12,3
1858,765,12,2
1859,765,5,3
1860,766,6,3
1861,766,15,1
1862,766,4,2
1863,766,13,2
1864,767,17,2
1865,767,5,1
1866,768,15,2
1867,768,5,1
1868,768,4,1
1869,768,11,1
1870,769,6,3
1871,770,4,3
1872,770,10,1
1873,771,20,2
1874,771,4,1
1875,771,12,3
1876,772,19,3
1877,772,12,2
1878,772,15,3
1879,772,13,1
1880,773,1,2
1881,773,9,3
1882,773,2,2
1883,773,8,1
1884,774,9,3
1885,775,18,3
1886,775,17,3
1887,776,15,1
1888,776,15,1
1889,776,15,2
1890,777,13,2
1891,777,8,2
1892,777,10,2
1893,777,10,2
1894,778,13,1
1895,779,9,1
1896,779,13,3
1897,780,6,2
1898,780,11,3
1899,780,13,3
1900,780,18,1
1901,781,14,2
1902,781,10,1
1903,782,15,1
1904,782,12,3
1905,782,12,3
1906,783,1,3
1907,783,5,1
1908,784,19,3
1909,785,12,2
1910,785,4,3
1911,786,8,2
1912,786,17,2
1913,786,8,2
1914,786,9,2
1915,787,10,2
1916,788,8,2
1917,788,8,3
1918,789,11,1
1919,789,19,1
1920,789,12,1
1921,790,8,1
1922,790,2,3
1923,790,8,1
1924,790,17,1
1925,791,4,1
1926,791,1,1
1927,792,9,3
1928,792,6,3
1929,792,2,1
1930,792,1,3
1931,793,15,3
1932,793,7,3
1933,793,11,2
1934,794,10,1
1935,794,2,2
1936,794,12,3
1937,795,4,2
1938,795,9,3
1939,795,11,2
1940,796,8,3
1941,796,14,3
1942,796,15,2
1943,797,12,1
1944,798,15,2
1945,798,7,1
1946,798,14,3
1947,799,15,3
1948,799,11,1
1949,800,10,3
1950,800,19,2
1951,800,13,1
1952,800,18,1
1953,801,8,1
1954,801,10,3
1955,801,4,1
1956,802,3,1
1957,803,16,3
1958,803,16,3
1959,803,8,3
1960,804,14,1
1961,805,2,1
1962,805,8,3
1963,805,1,1
1964,805,7,3
1965,806,13,2
1966,806,7,3
1967,806,3,1
1968,806,5,1
1969,807,19,2
1970,807,8,1
1971,808,6,3
1972,808,10,2
1973,808,19,1
1974,809,11,1
1975,809,2,1
1976,810,14,1
1977,811,18,2
1978,811,14,3
1979,812,13,1
1980,812,13,3
1981,813,19,1
1982,813,6,2
1983,813,7,2
1984,813,18,1
1985,814,18,3
1986,814,2,1
1987,814,3,1
1988,814,2,2
1989,815,6,3
1990,816,19,1
1991,816,14,2
1992,816,3,3
1993,816,9,3
1994,817,14,1
1995,818,13,1
1996,818,5,2
1997,818,1,1
1998,818,19,3
1999,819,19,2
2000,819,1,3
2001,819,1,3
2002,820,3,1
2003,820,14,3
2004,821,4,3
2005,821,16,2
2006,821,12,3
2007,822,1,1
2008,822,13,3
2009,823,13,1
2010,823,9,1
2011,823,8,2
2012,824,19,3
2013,824,1,3
2014,824,5,2
2015,824,19,3
2016,825,6,2
2017,825,15,2
2018,825,9,2
2019,826,1,3
2020,826,3,3
2021,826,1,2
2022,827,12,2
2023,827,18,1
2024,828,14,3
2025,828,3,1
2026,828,8,1
2027,828,16,3
2028,829,16,1
2029,829,15,1
2030,830,8,2
2031,830,6,2
2032,830,18,3
2033,831,6,2
2034,831,14,1
2035,832,19,3
2036,832,11,1
2037,832,7,3
2038,833,3,3
2039,833,3,3
2040,834,7,1
2041,834,4,3
2042,835,19,3
2043,835,1,2
2044,835,17,2
2045,836,12,3
2046,836,19,3
2047,836,13,2
2048,837,3,3
2049,837,1,3
2050,838,16,3
2051,838,12,2
2052,839,8,1
2053,839,1,3
2054,840,2,1
2055,840,13,3
2056,840,15,3
2057,840,2,1
2058,841,2,2
2059,841,8,3
2060,842,20,3
2061,842,14,3
2062,843,5,2
2063,843,11,3
2064,843,1,2
2065,843,5,1
2066,844,5,3
2067,844,20,3
2068,844,4,1
2069,844,9,2
2070,845,9,1
2071,845,20,3
2072,845,14,3
2073,845,19,2
2074,846,13,2
2075,847,16,2
2076,847,8,2
2077,847,13,2
2078,847,11,2
2079,848,6,1
2080,848,16,3
2081,848,13,2
2082,848,7,2
2083,849,11,1
2084,850,12,3
2085,850,5,3
2086,851,20,2
2087,851,20,2
2088,851,14,2
2089,852,11,3
2090,852,16,1
2091,853,17,3
2092,853,10,2
2093,853,14,2
2094,854,9,2
2095,854,1,1
2096,855,9,2
2097,856,20,1
2098,856,8,1
2099,857,12,1
2100,857,7,3
2101,858,5,1
2102,858,5,2
2103,858,20,1
2104,858,1,2
2105,859,12,3
2106,859,13,1
2107,859,9,3
2108,859,11,1
2109,860,14,2
2110,861,8,2
2111,861,14,1
2112,861,9,2
2113,862,15,2
2114,862,6,1
2115,862,5,1
2116,862,16,1
2117,863,11,1
2118,864,16,3
2119,864,10,2
2120,864,9,1
2121,864,12,3
2122,865,2,2
2123,865,8,3
2124,866,20,2
2125,866,19,1
2126,866,8,1
2127,866,19,2
2128,867,4,3
2129,867,14,3
2130,868,3,2
2131,868,13,1
2132,869,17,2
2133,870,12,3
2134,870,1,2
2135,871,2,1
2136,871,9,2
2137,872,16,2
2138,872,12,3
2139,872,14,3
2140,873,16,3
2141,874,1,2
2142,874,18,2
2143,874,1,1
2144,875,17,2
2145,875,18,3
2146,875,6,1
2147,876,12,3
2148,876,19,2
2149,876,1,3
2150,876,12,1
2151,877,1,1
2152,877,7,2
2153,877,12,3
2154,878,15,3
2155,878,15,1
2156,879,6,2
2157,879,13,1
2158,879,1,3
2159,880,3,2
2160,880,6,3
2161,880,19,3
2162,881,2,1
2163,881,2,3
2164,882,14,3
2165,883,14,3
2166,883,9,2
2167,884,9,3
2168,885,5,2
2169,885,15,1
2170,885,16,1
2171,886,9,2
2172,886,19,1
2173,887,8,3
2174,887,20,2
2175,888,19,3
2176,888,14,2
2177,888,20,1
2178,889,15,1
2179,889,11,3
2180,890,17,2
2181,891,13,1
2182,891,15,1
2183,891,5,3
2184,891,18,1
2185,892,2,1
2186,892,20,1
2187,893,17,3
2188,893,8,3
2189,893,10,1
2190,894,15,3
2191,895,16,3
2192,895,7,1
2193,895,19,3
2194,896,16,1
2195,897,12,3
2196,897,15,2
2197,897,6,3
2198,897,12,2
2199,898,1,2
2200,898,7,2
2201,899,20,3
2202,899,10,3
2203,900,13,2
2204,900,19,1
2205,900,9,1
2206,901,20,2
2207,901,5,3
2208,901,16,2
2209,902,9,3
2210,903,4,1
2211,903,20,2
2212,903,14,2
2213,904,9,3
2214,905,13,2
2215,905,7,1
2216,906,6,3
2217,906,7,3
2218,907,7,3
2219,907,18,2
2220,908,15,1
2221,908,10,2
2222,909,3,1
2223,909,6,1
2224,909,11,3
2225,910,10,1
2226,910,1,3
2227,911,11,3
2228,911,17,1
2229,912,19,2
2230,912,1,1
2231,912,16,3
2232,913,4,1
2233,913,5,3
2234,914,1,3
2235,914,16,2
2236,914,18,1
2237,914,14,1
2238,915,10,1
2239,915,15,3
2240,915,10,1
2241,915,1,3
2242,916,17,2
2243,917,14,3
2244,917,1,3
2245,917,1,3
2246,918,17,1
2247,918,10,2
2248,919,3,1
2249,919,13,1
2250,919,16,1
2251,919,20,2
2252,920,3,1
2253,920,10,1
2254,920,3,1
2255,920,15,3
2256,921,2,2
2257,922,16,1
2258,922,8,1
2259,923,15,2
2260,923,14,1
2261,924,10,3
2262,924,9,1
2263,924,14,1
2264,925,8,3
2265,925,14,2
2266,925,12,1
2267,925,2,3
2268,926,18,1
2269,926,8,2
2270,926,15,2
2271,926,16,3
2272,927,14,2
2273,927,20,2
2274,928,8,2
2275,929,17,1
2276,929,11,1
2277,929,8,3
2278,929,20,1
2279,930,14,2
2280,931,18,3
2281,931,19,3
2282,932,15,3
2283,932,11,1
2284,932,17,3
2285,932,7,2
2286,933,14,3
2287,933,8,3
2288,933,17,3
2289,934,2,3
2290,934,2,1
2291,934,6,1
2292,935,9,1
2293,935,1,1
2294,935,14,3
2295,936,2,2
2296,936,16,1
2297,937,4,1
2298,937,13,1
2299,937,7,1
2300,937,5,3
2301,938,1,1
2302,939,13,3
2303,940,15,2
2304,941,14,1
2305,942,11,2
2306,942,3,1
2307,942,15,3
2308,943,9,3
2309,944,9,3
2310,944,20,2
2311,945,13,1
2312,945,18,1
2313,945,2,2
2314,946,17,3
2315,946,8,2
2316,946,9,1
2317,946,9,1
2318,947,19,3
2319,947,3,1
2320,948,6,3
2321,948,18,3
2322,949,4,1
2323,949,17,3
2324,950,12,3
2325,950,17,1
2326,950,8,1
2327,951,13,1
2328,951,4,2
2329,952,15,1
2330,952,5,3
2331,952,14,3
2332,953,17,2
2333,953,20,2
2334,953,19,2
2335,953,9,3
2336,954,3,3
2337,954,10,3
2338,955,20,2
2339,955,16,3
2340,956,17,3
2341,957,19,3
2342,957,14,2
2343,957,18,1
2344,958,17,3
2345,958,6,1
2346,958,7,3
2347,959,2,1
2348,959,7,2
2349,959,3,2
2350,960,4,1
2351,960,14,3
2352,961,12,1
2353,961,18,3
2354,961,6,2
2355,961,1,3
2356,962,1,3
2357,962,9,2
2358,962,5,3
2359,962,9,3
2360,963,12,1
2361,964,12,3
2362,964,2,3
2363,964,3,2
2364,964,5,1
2365,965,5,2
2366,965,16,1
2367,965,15,1
2368,966,12,2
2369,966,14,1
2370,967,6,1
2371,967,19,1
2372,967,9,2
2373,968,16,2
2374,969,8,3
2375,969,15,1
2376,969,20,3
2377,970,1,2
2378,970,14,2
2379,970,3,2
2380,971,7,2
2381,971,1,3
2382,971,18,3
2383,971,9,1
2384,972,19,1
2385,972,5,3
2386,973,4,1
2387,973,9,2
2388,973,17,3
2389,974,9,3
2390,974,16,1
2391,975,15,1
2392,975,20,1
2393,975,11,2
2394,976,19,2
2395,976,8,3
2396,976,20,3
2397,977,15,3
2398,977,19,1
2399,977,12,1
2400,977,12,2
2401,978,18,3
2402,978,12,3
2403,979,13,1
2404,980,4,2
2405,981,16,2
2406,981,19,2
2407,981,4,1
2408,982,9,2
2409,983,3,1
2410,983,20,1
2411,983,9,1
2412,983,11,3
2413,984,8,2
2414,985,20,1
2415,985,10,3
2416,985,1,3
2417,985,5,2
2418,986,13,3
2419,986,13,1
2420,986,14,2
2421,986,7,1
2422,987,12,3
2423,987,3,2
2424,987,17,3
2425,988,5,1
2426,988,12,2
2427,988,5,1
2428,988,3,2
2429,989,2,1
2430,989,6,3
2431,989,20,2
2432,990,1,3
2433,991,2,3
2434,991,11,2
2435,992,5,3
2436,992,16,1
2437,993,4,2
2438,993,15,1
2439,993,15,1
2440,994,10,1
2441,994,16,1
2442,994,20,3
2443,995,13,2
2444,996,12,1
2445,996,14,1
2446,996,19,3
2447,997,15,3
2448,998,15,3
2449,999,12,3
2450,1000,5,2
2451,1000,7,3
2452,1001,8,3
2453,1001,12,3
2454,1002,18,1
2455,1002,19,3
2456,1002,1,2
2457,1003,9,3
2458,1003,14,1
2459,1004,20,2
2460,1004,19,2
2461,1004,19,3
2462,1005,17,1
2463,1006,17,1
2464,1006,2,2
2465,1006,7,2
2466,1006,2,1
2467,1007,16,1
2468,1007,7,1
2469,1008,6,1
2470,1008,7,1
2471,1009,7,3
2472,1009,13,2
2473,1009,12,3
2474,1010,20,1
2475,1010,3,3
2476,1011,2,2
2477,1011,11,1
2478,1011,11,3
2479,1011,12,2
2480,1012,5,2
2481,1012,7,3
2482,1012,6,3
2483,1012,13,1
2484,1013,5,1
2485,1013,7,3
2486,1013,8,2
2487,1013,12,1
2488,1014,7,1
2489,1015,8,2
2490,1015,14,3
2491,1015,14,2
2492,1015,20,3
2493,1016,4,2
2494,1017,20,3
2495,1017,14,1
2496,1017,12,1
2497,1017,11,1
2498,1018,20,3
2499,1019,13,1
2500,1019,12,3
2501,1019,11,1
2502,1020,17,1
2503,1020,20,3
2504,1021,11,1
2505,1021,1,2
2506,1021,8,1
2507,1021,19,3
2508,1022,14,2
2509,1022,10,2
2510,1023,17,1
2511,1023,14,3
2512,1024,1,1
2513,1024,13,3
2514,1024,17,3
2515,1024,3,2
2516,1025,13,3
2517,1025,5,2
2518,1025,9,3
2519,1026,7,1
2520,1027,20,3
2521,1028,15,2
2522,1028,19,1
2523,1029,8,3
2524,1029,8,3
2525,1029,7,3
2526,1029,13,1
2527,1030,15,2
2528,1030,3,3
2529,1030,16,3
2530,1030,17,2
2531,1031,5,1
2532,1032,15,3
2533,1033,12,1
2534,1034,16,3
2535,1034,19,1
2536,1035,16,2
2537,1035,7,1
2538,1035,19,1
2539,1035,6,2
2540,1036,17,3
2541,1037,4,1
2542,1038,9,2
2543,1038,3,1
2544,1038,11,1
2545,1038,13,3
2546,1039,13,3
2547,1039,18,1
2548,1040,20,3
2549,1041,11,2
2550,1041,14,3
2551,1042,18,1
2552,1042,1,3
2553,1043,20,1
2554,1044,1,3
2555,1044,8,1
2556,1045,4,3
2557,1045,2,2
2558,1046,1,1
2559,1046,11,2
2560,1047,3,3
2561,1048,13,3
2562,1048,2,3
2563,1048,16,1
2564,1049,16,2
2565,1049,5,2
2566,1049,16,1
2567,1050,11,2
2568,1050,1,1
2569,1050,16,3
2570,1051,19,3
2571,1051,14,2
2572,1052,13,3
2573,1052,20,1
2574,1052,14,3
2575,1052,17,2
2576,1053,10,2
2577,1053,4,1
2578,1053,20,3
2579,1053,15,3
2580,1054,14,2
2581,1054,17,2
2582,1055,15,3
2583,1055,19,3
2584,1055,7,2
2585,1055,10,1
2586,1056,9,2
2587,1056,3,2
2588,1056,12,1
2589,1057,4,1
2590,1057,9,2
2591,1057,19,1
2592,1058,15,1
2593,1058,20,3
2594,1059,19,1
2595,1059,10,3
2596,1059,1,2
2597,1059,14,3
2598,1060,18,3
2599,1060,1,1
2600,1061,1,1
2601,1061,7,3
2602,1061,15,1
2603,1061,8,3
2604,1062,12,2
2605,1063,16,3
2606,1063,3,2
2607,1063,14,2
2608,1063,14,2
2609,1064,3,3
2610,1064,17,3
2611,1065,7,1
2612,1065,1,1
2613,1066,20,1
2614,1066,11,2
2615,1067,19,1
2616,1067,18,3
2617,1068,16,2
2618,1068,20,1
2619,1069,11,3
2620,1070,16,3
2621,1071,18,3
2622,1071,5,3
2623,1072,1,2
2624,1072,14,3
2625,1072,16,2
2626,1073,4,1
2627,1073,13,3
2628,1074,15,2
2629,1075,5,1
2630,1076,6,3
2631,1076,8,1
2632,1076,2,2
2633,1077,15,2
2634,1077,4,1
2635,1078,7,3
2636,1078,19,2
2637,1078,12,3
2638,1079,11,1
2639,1080,15,1
2640,1080,4,1
2641,1080,1,1
2642,1081,19,2
2643,1081,18,3
2644,1081,17,3
2645,1082,11,2
2646,1083,16,1
2647,1083,14,3
2648,1083,3,2
2649,1084,1,1
2650,1084,17,1
2651,1084,15,3
2652,1084,10,2
2653,1085,8,2
2654,1085,12,3
2655,1086,18,1
2656,1086,7,3
2657,1086,11,2
2658,1086,7,1
2659,1087,9,2
2660,1087,11,1
2661,1088,18,2
2662,1089,13,2
2663,1089,12,1
2664,1090,4,3
2665,1090,9,2
2666,1090,8,2
2667,1091,10,1
2668,1091,12,1
2669,1091,3,3
2670,1092,12,1
2671,1092,7,2
2672,1093,20,1
2673,1094,12,2
2674,1094,12,2
2675,1094,2,3
2676,1095,9,2
2677,1096,2,3
2678,1096,9,1
2679,1097,11,2
2680,1098,15,3
2681,1098,18,3
2682,1098,18,3
2683,1099,11,2
2684,1099,4,3
2685,1100,11,3
2686,1100,14,3
2687,1100,20,3
2688,1101,4,1
2689,1101,15,3
2690,1102,14,3
2691,1102,20,3
2692,1102,3,2
2693,1102,8,2
2694,1103,6,1
2695,1103,2,1
2696,1103,17,2
2697,1104,19,3
2698,1104,4,2
2699,1104,2,1
2700,1104,5,1
2701,1105,17,2
2702,1106,14,3
2703,1106,3,2
2704,1106,7,2
2705,1107,16,2
2706,1107,5,2
2707,1107,20,2
2708,1108,4,1
2709,1108,5,1
2710,1108,10,3
2711,1109,13,3
2712,1109,16,2
2713,1110,6,2
2714,1110,8,3
2715,1110,9,3
2716,1110,4,1
2717,1111,16,3
2718,1111,7,1
2719,1111,7,2
2720,1112,19,3
2721,1112,16,1
2722,1113,9,2
2723,1114,6,1
2724,1114,7,3
2725,1114,20,3
2726,1115,2,3
2727,1115,4,1
2728,1115,20,2
2729,1116,11,1
2730,1117,20,1
2731,1117,18,2
2732,1118,15,2
2733,1118,1,3
2734,1118,10,2
2735,1119,14,2
2736,1119,17,1
2737,1119,14,2
2738,1120,1,2
2739,1120,1,2
2740,1120,14,2
2741,1121,8,1
2742,1121,9,1
2743,1121,17,3
2744,1121,9,3
2745,1122,4,1
2746,1123,5,2
2747,1123,16,2
2748,1124,2,1
2749,1124,17,3
2750,1125,1,3
2751,1126,12,3
2752,1127,12,2
2753,1127,16,3
2754,1127,17,2
2755,1127,19,3
2756,1128,6,3
2757,1129,15,2
2758,1130,11,3
2759,1131,9,1
2760,1131,18,3
2761,1131,13,2
2762,1131,11,1
2763,1132,3,3
2764,1133,12,2
2765,1134,19,1
2766,1135,16,3
2767,1135,4,3
2768,1135,12,2
2769,1135,14,2
2770,1136,6,2
2771,1136,13,1
2772,1137,19,2
2773,1138,7,1
2774,1138,6,2
2775,1138,16,2
2776,1138,6,3
2777,1139,8,1
2778,1139,12,2
2779,1139,19,1
2780,1140,20,2
2781,1141,3,2
2782,1142,5,2
2783,1142,15,3
2784,1142,10,2
2785,1143,3,1
2786,1143,17,1
2787,1144,5,3
2788,1144,20,3
2789,1144,15,1
2790,1144,12,2
2791,1145,1,3
2792,1145,4,3
2793,1146,1,3
2794,1146,13,1
2795,1146,17,1
2796,1146,5,3
2797,1147,3,1
2798,1147,6,1
2799,1147,4,2
2800,1148,6,1
2801,1149,20,3
2802,1149,7,2
2803,1149,11,3
2804,1149,15,3
2805,1150,19,3
2806,1150,15,2
2807,1150,7,2
2808,1151,13,1
2809,1151,16,2
2810,1152,5,3
2811,1152,17,1
2812,1152,8,3
2813,1153,15,2
2814,1153,6,3
2815,1153,18,3
2816,1153,7,2
2817,1154,20,3
2818,1155,5,2
2819,1156,10,2
2820,1156,14,3
2821,1157,10,3
2822,1157,14,1
2823,1157,16,2
2824,1157,13,3
2825,1158,19,3
2826,1158,11,2
2827,1158,9,3
2828,1158,5,2
2829,1159,1,2
2830,1159,6,1
2831,1159,13,1
2832,1160,10,2
2833,1161,8,1
2834,1162,7,1
2835,1162,11,3
2836,1162,12,2
2837,1163,3,1
2838,1163,9,2
2839,1164,20,2
2840,1164,1,2
2841,1165,1,2
2842,1165,18,2
2843,1165,10,1
2844,1166,7,3
2845,1167,14,3
2846,1167,13,2
2847,1167,9,1
2848,1167,9,3
2849,1168,16,1
2850,1168,5,1
2851,1168,8,3
2852,1169,14,2
2853,1169,9,3
2854,1170,1,3
2855,1171,6,3
2856,1171,4,1
2857,1171,4,1
2858,1172,15,2
2859,1172,18,1
2860,1172,13,1
2861,1173,13,3
2862,1173,12,2
2863,1173,14,3
2864,1173,4,3
2865,1174,2,3
2866,1174,4,2
2867,1174,3,1
2868,1175,14,3
2869,1175,7,3
2870,1175,1,3
2871,1176,13,3
2872,1176,6,2
2873,1177,18,1
2874,1177,11,1
2875,1177,11,2
2876,1177,1,3
2877,1178,10,1
2878,1178,2,2
2879,1178,13,1
2880,1179,8,1
2881,1179,11,1
2882,1179,1,1
2883,1180,11,3
2884,1180,5,1
2885,1181,7,1
2886,1182,20,2
2887,1182,13,3
2888,1183,5,2
2889,1184,1,2
2890,1184,7,1
2891,1185,19,3
2892,1185,20,2
2893,1185,3,1
2894,1186,7,1
2895,1186,4,1
2896,1187,10,1
2897,1187,12,3
2898,1187,9,1
2899,1188,8,1
2900,1188,19,3
2901,1189,19,3
2902,1189,2,2
2903,1190,9,2
2904,1190,10,3
2905,1190,6,2
2906,1191,18,1
2907,1192,1,2
2908,1193,20,2
2909,1193,4,2
2910,1193,3,2
2911,1194,1,3
2912,1194,5,3
2913,1194,17,3
2914,1195,14,1
2915,1195,3,2
2916,1195,13,2
2917,1196,7,3
2918,1196,9,1
2919,1196,15,1
2920,1196,9,3
2921,1197,6,1
2922,1197,1,1
2923,1197,17,3
2924,1197,11,2
2925,1198,4,1
2926,1198,14,1
2927,1199,16,2
2928,1200,5,1
2929,1200,10,2
2930,1201,4,1
2931,1201,3,2
2932,1201,6,1
2933,1202,10,1
2934,1202,14,2
2935,1202,7,2
2936,1203,9,2
2937,1204,12,1
2938,1205,1,1
2939,1205,8,2
2940,1205,15,2
2941,1206,8,3
2942,1207,15,2
2943,1208,14,1
2944,1209,4,2
2945,1209,2,1
2946,1210,20,1
2947,1210,10,3
2948,1210,6,2
2949,1211,15,1
2950,1211,16,3
2951,1211,11,2
2952,1211,19,3
2953,1212,14,2
2954,1212,3,1
2955,1212,20,2
2956,1212,3,1
2957,1213,11,2
2958,1214,15,2
2959,1214,20,3
2960,1215,6,3
2961,1216,16,2
2962,1216,1,3
2963,1216,16,2
2964,1217,1,3
2965,1217,14,3
2966,1218,15,3
2967,1219,12,3
2968,1219,9,3
2969,1219,14,3
2970,1219,18,1
2971,1220,16,2
2972,1220,11,3
2973,1220,10,2
2974,1220,17,3
2975,1221,17,1
2976,1222,18,1
2977,1223,6,2
2978,1224,4,2
2979,1225,4,3
2980,1226,1,1
2981,1226,17,1
2982,1226,4,2
2983,1227,8,3
2984,1227,9,1
2985,1227,16,3
2986,1227,20,1
2987,1228,13,1
2988,1228,20,1
2989,1228,6,3
2990,1229,14,2
2991,1229,16,1
2992,1229,14,1
2993,1230,11,2
2994,1231,16,1
2995,1232,1,1
2996,1232,6,2
2997,1232,9,1
2998,1232,12,3
2999,1233,6,2
3000,1234,3,1
3001,1234,5,2
3002,1234,2,2
3003,1235,7,3
3004,1235,17,3
3005,1236,5,3
3006,1236,4,1
3007,1236,12,3
3008,1236,12,2
3009,1237,12,2
3010,1237,10,2
3011,1238,7,1
3012,1238,6,2
3013,1238,4,1
3014,1239,6,3
3015,1239,3,3
3016,1239,5,2
3017,1239,16,1
3018,1240,16,1
3019,1240,1,3
3020,1240,6,3
3021,1241,18,3
3022,1241,17,2
3023,1241,20,2
3024,1241,12,1
3025,1242,12,3
3026,1242,8,1
3027,1242,11,3
3028,1242,11,3
3029,1243,16,3
3030,1244,2,2
3031,1244,2,2
3032,1244,16,2
3033,1244,16,3
3034,1245,18,2
3035,1245,18,1
3036,1245,15,2
3037,1245,20,2
3038,1246,15,3
3039,1247,2,2
3040,1248,11,1
3041,1248,12,2
3042,1248,17,2
3043,1249,2,2
3044,1249,13,1
3045,1250,19,1
3046,1250,12,3
3047,1250,1,1
3048,1251,3,2
3049,1251,3,3
3050,1252,7,3
3051,1252,1,2
3052,1252,14,3
3053,1253,12,3
3054,1254,4,3
3055,1254,6,2
3056,1254,4,1
3057,1254,6,1
3058,1255,12,2
3059,1255,11,2
3060,1255,4,1
3061,1256,1,3
3062,1256,20,1
3063,1256,7,1
3064,1256,12,1
3065,1257,8,3
3066,1257,18,2
3067,1257,12,1
3068,1257,2,2
3069,1258,8,1
3070,1258,17,2
3071,1259,9,2
3072,1259,13,3
3073,1260,4,3
3074,1260,6,1
3075,1260,1,3
3076,1261,1,3
3077,1261,7,3
3078,1262,1,3
3079,1262,13,1
3080,1262,7,2
3081,1262,3,3
3082,1263,19,3
3083,1263,13,1
3084,1264,3,2
3085,1265,4,3
3086,1265,1,1
3087,1265,12,3
3088,1265,16,2
3089,1266,6,3
3090,1267,15,3
3091,1268,5,1
3092,1268,4,2
3093,1268,11,1
3094,1268,12,1
3095,1269,7,3
3096,1269,7,3
3097,1269,4,1
3098,1270,9,3
3099,1271,16,3
3100,1272,7,3
3101,1272,15,1
3102,1273,9,1
3103,1273,17,3
3104,1273,9,3
3105,1273,5,3
3106,1274,6,2
3107,1274,6,2
3108,1275,9,3
3109,1275,9,3
3110,1275,6,3
3111,1276,19,1
3112,1276,4,3
3113,1276,19,3
3114,1277,9,2
3115,1277,15,1
3116,1278,2,2
3117,1279,9,2
3118,1279,10,1
3119,1279,15,3
3120,1280,17,2
3121,1280,15,2
3122,1280,18,2
3123,1280,17,1
3124,1281,3,2
3125,1282,13,3
3126,1282,10,3
3127,1282,19,1
3128,1282,18,1
3129,1283,9,1
3130,1283,19,2
3131,1283,3,1
3132,1284,7,1
3133,1285,16,3
3134,1285,16,2
3135,1286,19,1
3136,1286,19,3
3137,1286,8,2
3138,1287,4,1
