id_paiement,id_commande,montant,methode,statut_paiement
771,788,15000,carte_bancaire,reussi
772,789,40700,mobile_money,reussi
773,790,71000,carte_bancaire,reussi
774,791,27500,mobile_money,reussi
775,792,88500,paiement_livraison,reussi
776,793,50500,mobile_money,reussi
777,794,51400,paiement_livraison,reussi
778,795,47500,carte_bancaire,reussi
779,796,42400,paiement_livraison,echoue
780,798,37900,carte_bancaire,reussi
781,799,30500,carte_bancaire,reussi
782,800,91400,mobile_money,reussi
783,801,26400,paiement_livraison,reussi
784,802,22000,mobile_money,reussi
785,803,159000,paiement_livraison,reussi
786,804,5800,mobile_money,reussi
787,806,77500,carte_bancaire,reussi
788,807,63000,paiement_livraison,reussi
789,808,64100,mobile_money,reussi
790,809,24500,carte_bancaire,reussi
791,811,56400,mobile_money,reussi
792,812,14000,paiement_livraison,reussi
793,813,77500,paiement_livraison,reussi
794,814,134500,mobile_money,reussi
795,815,28500,carte_bancaire,reussi
796,816,112100,carte_bancaire,reussi
797,817,5800,carte_bancaire,reussi
798,818,176000,mobile_money,reussi
799,819,135000,mobile_money,reussi
800,820,39400,carte_bancaire,reussi
801,821,107600,mobile_money,reussi
802,822,23000,mobile_money,reussi
803,823,11000,paiement_livraison,reussi
804,824,287500,Mobile Money,reussi
805,825,38000,paiement_livraison,reussi
806,826,128500,mobile_money,reussi
807,827,27900,mobile_money,reussi
808,828,117400,carte_bancaire,reussi
809,829,33000,mobile_money,echoue
810,830,83500,mobile_money,reussi
811,831,24800,carte_bancaire,reussi
812,833,132000,paiement_livraison,reussi
813,834,49500,carte_bancaire,reussi
814,835,137000,paiement_livraison,reussi
815,836,109600,mobile_money,reussi
816,837,103500,mobile_money,reussi
817,838,83400,mobile_money,reussi
818,839,40500,mobile_money,reussi
819,840,70500,mobile_money,reussi
820,841,45000,mobile_money,reussi
821,842,39900,mobile_money,reussi
822,844,145500,mobile_money,reussi
823,845,101400,mobile_money,reussi
824,846,7000,carte_bancaire,reussi
825,847,76000,paiement_livraison,reussi
826,848,100500,mobile_money,reussi
827,849,6500,paiement_livraison,reussi
828,850,117600,paiement_livraison,echoue
829,851,41600,carte_bancaire,reussi
830,851,41600,carte_bancaire,reussi
831,852,44500,carte_bancaire,reussi
832,853,50200,mobile_money,echoue
833,854,15500,paiement_livraison,reussi
834,855,3000,carte_bancaire,reussi
835,856,10500,carte_bancaire,reussi
836,857,17700,mobile_money,reussi
837,858,137500,mobile_money,reussi
838,859,27100,carte_bancaire,reussi
839,860,11600,mobile_money,reussi
840,861,14800,mobile_money,reussi
841,863,6500,mobile_money,reussi
842,864,94700,carte_bancaire,reussi
843,865,45000,mobile_money,reussi
844,866,108000,mobile_money,reussi
845,867,62400,carte_bancaire,reussi
846,868,47500,mobile_money,reussi
847,869,22000,mobile_money,reussi
848,870,37600,carte_bancaire,reussi
849,871,21000,paiement_livraison,reussi
850,872,80000,paiement_livraison,reussi
851,873,75000,mobile_money,reussi
852,874,76500,mobile_money,reussi
853,875,90000,mobile_money,echoue
854,877,34100,carte_bancaire,reussi
855,878,32000,mobile_money,reussi
856,879,60000,mobile_money,reussi
857,880,162500,paiement_livraison,reussi
858,882,17400,mobile_money,reussi
859,883,20400,mobile_money,reussi
860,884,4500,paiement_livraison,echoue
861,885,103000,carte_bancaire,reussi
862,886,33000,paiement_livraison,reussi
863,888,109100,carte_bancaire,reussi
864,890,22000,carte_bancaire,reussi
865,891,136000,paiement_livraison,echoue
866,892,25500,mobile_money,reussi
867,893,44800,mobile_money,reussi
868,894,24000,carte_bancaire,reussi
869,895,169500,carte_bancaire,echoue
870,896,25000,mobile_money,echoue
871,897,65500,carte_bancaire,reussi
872,898,34000,paiement_livraison,reussi
873,899,30900,paiement_livraison,reussi
874,900,38500,paiement_livraison,reussi
875,901,170000,paiement_livraison,reussi
876,902,4500,mobile_money,reussi
877,903,41600,mobile_money,reussi
878,904,4500,carte_bancaire,reussi
879,905,11500,paiement_livraison,echoue
880,906,42000,carte_bancaire,reussi
881,907,52500,carte_bancaire,echoue
882,908,13600,mobile_money,reussi
883,909,51000,carte_bancaire,reussi
884,910,40300,mobile_money,reussi
885,911,30500,paiement_livraison,reussi
886,912,147500,carte_bancaire,reussi
887,913,120000,carte_bancaire,echoue
888,914,112800,carte_bancaire,reussi
889,915,67100,mobile_money,reussi
890,916,22000,paiement_livraison,reussi
891,917,92400,mobile_money,reussi
892,918,16600,mobile_money,echoue
893,919,65500,paiement_livraison,reussi
894,920,70800,carte_bancaire,echoue
895,921,36000,carte_bancaire,reussi
896,923,21800,carte_bancaire,reussi
897,924,15700,carte_bancaire,reussi
898,925,78800,Mobile Money,reussi
899,926,116500,mobile_money,reussi
900,927,26600,mobile_money,reussi
901,928,6000,carte_bancaire,reussi
902,929,34000,carte_bancaire,reussi
903,930,11600,carte_bancaire,reussi
904,931,148500,mobile_money,echoue
905,932,72500,Mobile Money,reussi
906,933,59400,carte_bancaire,reussi
907,934,81500,mobile_money,reussi
908,935,31400,paiement_livraison,reussi
909,936,61000,carte_bancaire,reussi
910,937,128000,Mobile Money,reussi
911,938,12500,paiement_livraison,reussi
912,939,10500,mobile_money,reussi
913,940,16000,mobile_money,reussi
914,942,59000,carte_bancaire,reussi
915,943,4500,mobile_money,reussi
916,944,19500,carte_bancaire,reussi
917,946,42000,carte_bancaire,reussi
918,947,112000,mobile_money,reussi
919,948,87000,carte_bancaire,reussi
920,949,48000,mobile_money,reussi
921,950,26600,carte_bancaire,reussi
922,951,33500,carte_bancaire,reussi
923,952,130400,paiement_livraison,reussi
924,953,101500,mobile_money,reussi
925,954,74400,mobile_money,reussi
926,956,33000,carte_bancaire,reussi
927,958,56000,mobile_money,reussi
928,959,71000,carte_bancaire,reussi
929,960,32400,mobile_money,reussi
930,961,119200,carte_bancaire,reussi
931,962,150000,mobile_money,reussi
932,963,4200,mobile_money,reussi
933,964,145600,mobile_money,reussi
934,966,14200,paiement_livraison,reussi
935,967,42500,mobile_money,reussi
936,968,50000,mobile_money,reussi
937,969,39500,carte_bancaire,reussi
938,970,80600,paiement_livraison,reussi
939,972,135000,mobile_money,reussi
940,973,51000,mobile_money,reussi
941,974,29500,mobile_money,reussi
942,975,28500,paiement_livraison,reussi
943,976,91500,carte_bancaire,reussi
944,977,66600,Mobile Money,echoue
945,979,3500,mobile_money,reussi
946,980,30000,paiement_livraison,reussi
947,981,125000,mobile_money,reussi
948,982,3000,carte_bancaire,reussi
949,983,50500,paiement_livraison,reussi
950,984,6000,carte_bancaire,reussi
951,985,123400,carte_bancaire,reussi
952,986,30100,mobile_money,reussi
953,987,89600,paiement_livraison,reussi
954,989,61500,mobile_money,reussi
955,990,37500,paiement_livraison,reussi
956,991,67000,mobile_money,reussi
957,992,130000,mobile_money,reussi
958,993,46000,mobile_money,reussi
959,994,50300,carte_bancaire,reussi
960,995,7000,mobile_money,echoue
961,996,100000,mobile_money,reussi
962,997,24000,mobile_money,reussi
963,998,24000,carte_bancaire,reussi
964,999,12600,carte_bancaire,reussi
965,1000,83500,paiement_livraison,reussi
966,1001,21600,mobile_money,reussi
967,1002,134500,Mobile Money,reussi
968,1003,10300,paiement_livraison,reussi
969,1003,10300,paiement_livraison,reussi
970,1004,165000,mobile_money,reussi
971,1005,11000,mobile_money,reussi
972,1006,74000,carte_bancaire,reussi
973,1007,29500,mobile_money,reussi
974,1008,14000,paiement_livraison,reussi
975,1009,33100,mobile_money,echoue
976,1010,73500,mobile_money,reussi
977,1012,115500,mobile_money,reussi
978,1013,58700,carte_bancaire,reussi
979,1014,4500,paiement_livraison,reussi
980,1016,30000,mobile_money,reussi
981,1017,39000,mobile_money,reussi
982,1018,22500,paiement_livraison,reussi
983,1019,22600,carte_bancaire,reussi
984,1020,33500,carte_bancaire,reussi
985,1021,124500,paiement_livraison,reussi
986,1022,17200,paiement_livraison,reussi
987,1023,28400,Mobile Money,reussi
988,1024,100000,mobile_money,reussi
989,1025,85000,paiement_livraison,reussi
990,1026,4500,carte_bancaire,reussi
991,1027,22500,paiement_livraison,reussi
992,1027,22500,Mobile Money,reussi
993,1028,46000,paiement_livraison,reussi
994,1029,35000,Mobile Money,reussi
995,1030,179000,paiement_livraison,reussi
996,1031,35000,carte_bancaire,reussi
997,1032,24000,mobile_money,reussi
998,1033,4200,carte_bancaire,reussi
999,1034,105000,Mobile Money,reussi
1000,1035,103500,Mobile Money,reussi
1001,1036,33000,mobile_money,reussi
1002,1037,15000,carte_bancaire,reussi
1003,1038,42000,mobile_money,reussi
1004,1039,30000,carte_bancaire,reussi
1005,1040,22500,carte_bancaire,reussi
1006,1041,30400,mobile_money,reussi
1007,1042,57000,paiement_livraison,reussi
1008,1043,7500,mobile_money,reussi
1009,1044,40500,paiement_livraison,reussi
1010,1045,81000,mobile_money,reussi
1011,1046,25500,carte_bancaire,reussi
1012,1047,66000,mobile_money,reussi
1013,1049,145000,mobile_money,reussi
1014,1050,100500,mobile_money,reussi
1015,1051,101600,carte_bancaire,reussi
1016,1052,57400,mobile_money,reussi
1017,1053,67100,mobile_money,reussi
1018,1054,33600,mobile_money,reussi
1019,1055,125800,paiement_livraison,reussi
1020,1056,51200,carte_bancaire,reussi
1021,1057,48000,carte_bancaire,reussi
1022,1057,48000,mobile_money,reussi
1023,1058,30500,paiement_livraison,reussi
1024,1059,80800,mobile_money,reussi
1025,1060,71000,paiement_livraison,reussi
1026,1061,43000,carte_bancaire,reussi
1027,1062,8400,carte_bancaire,reussi
1028,1063,142200,carte_bancaire,reussi
1029,1064,99000,mobile_money,reussi
1030,1065,17000,carte_bancaire,reussi
1031,1066,20500,mobile_money,reussi
1032,1067,88500,mobile_money,reussi
1033,1068,57500,mobile_money,reussi
1034,1069,19500,mobile_money,reussi
1035,1070,75000,mobile_money,reussi
1036,1071,163500,carte_bancaire,reussi
1037,1072,92400,paiement_livraison,reussi
1038,1073,25500,mobile_money,reussi
1039,1074,16000,mobile_money,reussi
1040,1075,35000,mobile_money,reussi
1041,1076,67500,paiement_livraison,reussi
1042,1077,31000,carte_bancaire,reussi
1043,1078,86100,paiement_livraison,reussi
1044,1079,6500,carte_bancaire,echoue
1045,1080,35500,Mobile Money,reussi
1046,1081,151500,carte_bancaire,echoue
1047,1082,13000,mobile_money,reussi
1048,1083,86400,mobile_money,reussi
1049,1084,53100,carte_bancaire,reussi
1050,1085,18600,mobile_money,reussi
1051,1087,9500,carte_bancaire,reussi
1052,1088,39000,paiement_livraison,reussi
1053,1089,11200,paiement_livraison,reussi
1054,1090,54000,paiement_livraison,reussi
1055,1091,73000,mobile_money,reussi
1056,1092,13200,mobile_money,reussi
1057,1093,7500,carte_bancaire,reussi
1058,1094,70800,mobile_money,reussi
1059,1095,3000,mobile_money,reussi
1060,1096,55500,paiement_livraison,reussi
1061,1097,13000,mobile_money,reussi
1062,1098,141000,mobile_money,reussi
1063,1099,58000,carte_bancaire,reussi
1064,1100,59400,Mobile Money,reussi
1065,1101,39000,mobile_money,reussi
1066,1102,89900,paiement_livraison,reussi
1067,1103,49500,mobile_money,reussi
1068,1104,173000,mobile_money,reussi
1069,1105,22000,mobile_money,reussi
1070,1106,70400,mobile_money,reussi
1071,1107,135000,carte_bancaire,reussi
1072,1108,58400,carte_bancaire,reussi
1073,1109,60500,mobile_money,reussi
1074,1110,47500,Mobile Money,reussi
1075,1111,88500,mobile_money,reussi
1076,1112,115000,mobile_money,reussi
1077,1113,3000,paiement_livraison,reussi
1078,1114,45500,mobile_money,reussi
1079,1116,6500,mobile_money,reussi
1080,1117,46500,Mobile Money,reussi
1081,1118,59100,mobile_money,reussi
1082,1119,34200,Mobile Money,reussi
1083,1120,61600,carte_bancaire,reussi
1084,1121,42000,paiement_livraison,reussi
1085,1124,51000,mobile_money,reussi
1086,1125,37500,mobile_money,reussi
1087,1126,12600,paiement_livraison,reussi
1088,1127,195400,mobile_money,reussi
1089,1128,28500,mobile_money,reussi
1090,1129,16000,mobile_money,echoue
1091,1130,19500,mobile_money,reussi
1092,1132,66000,Mobile Money,reussi
1093,1133,8400,mobile_money,reussi
1094,1134,30000,carte_bancaire,reussi
1095,1135,140000,paiement_livraison,reussi
1096,1136,22500,mobile_money,reussi
1097,1137,60000,mobile_money,reussi
1098,1138,102000,mobile_money,reussi
1099,1139,41400,carte_bancaire,reussi
1100,1140,15000,mobile_money,reussi
1101,1141,44000,carte_bancaire,reussi
1102,1142,99600,Mobile Money,reussi
1103,1143,33000,carte_bancaire,reussi
1104,1144,143900,mobile_money,reussi
1105,1145,82500,mobile_money,reussi
1106,1146,157000,mobile_money,reussi
1107,1147,61500,mobile_money,reussi
1108,1148,9500,paiement_livraison,reussi
1109,1149,75000,Mobile Money,reussi
1110,1150,115000,mobile_money,reussi
1111,1151,53500,mobile_money,echoue
1112,1152,125000,mobile_money,reussi
1113,1153,112000,mobile_money,reussi
1114,1154,22500,paiement_livraison,reussi
1115,1155,70000,mobile_money,reussi
1116,1157,74700,mobile_money,reussi
1117,1158,177500,mobile_money,reussi
1118,1159,38000,mobile_money,reussi
1119,1160,5600,paiement_livraison,reussi
1120,1161,3000,carte_bancaire,reussi
1121,1162,32400,mobile_money,reussi
1122,1163,25000,paiement_livraison,reussi
1123,1164,40000,paiement_livraison,reussi
1124,1165,66800,mobile_money,reussi
1125,1166,13500,paiement_livraison,reussi
1126,1167,30400,mobile_money,reussi
1127,1168,69000,carte_bancaire,echoue
1128,1169,16100,mobile_money,reussi
1129,1170,37500,mobile_money,reussi
1130,1171,58500,carte_bancaire,echoue
1131,1172,39000,mobile_money,reussi
1132,1173,81300,mobile_money,reussi
1133,1174,106000,mobile_money,reussi
1134,1175,68400,carte_bancaire,reussi
1135,1176,29500,paiement_livraison,echoue
1136,1177,76500,mobile_money,reussi
1137,1178,42300,mobile_money,reussi
1138,1179,22000,carte_bancaire,reussi
1139,1180,54500,mobile_money,reussi
1140,1181,4500,carte_bancaire,reussi
1141,1182,25500,paiement_livraison,reussi
1142,1183,70000,carte_bancaire,reussi
1143,1184,29500,mobile_money,reussi
1144,1185,127000,carte_bancaire,reussi
1145,1186,19500,mobile_money,reussi
1146,1187,16900,paiement_livraison,reussi
1147,1188,93000,mobile_money,reussi
1148,1189,126000,carte_bancaire,reussi
1149,1190,30400,mobile_money,reussi
1150,1191,19500,mobile_money,reussi
1151,1192,25000,mobile_money,reussi
1152,1193,89000,carte_bancaire,reussi
1153,1194,175500,paiement_livraison,reussi
1154,1195,56800,paiement_livraison,echoue
1155,1196,27500,carte_bancaire,reussi
1156,1198,20800,carte_bancaire,reussi
1157,1199,50000,paiement_livraison,reussi
1158,1200,40600,carte_bancaire,reussi
1159,1201,68500,paiement_livraison,reussi
1160,1202,23400,carte_bancaire,reussi
1161,1203,3000,mobile_money,echoue
1162,1204,4200,paiement_livraison,echoue
1163,1205,34500,paiement_livraison,reussi
1164,1206,9000,carte_bancaire,reussi
1165,1207,16000,mobile_money,reussi
1166,1208,5800,paiement_livraison,reussi
1167,1209,48000,carte_bancaire,reussi
1168,1210,34900,mobile_money,reussi
1169,1211,186000,paiement_livraison,reussi
1170,1212,70600,carte_bancaire,reussi
1171,1213,13000,mobile_money,reussi
1172,1214,38500,mobile_money,reussi
1173,1215,28500,carte_bancaire,reussi
1174,1216,137500,carte_bancaire,reussi
1175,1217,54900,carte_bancaire,reussi
1176,1218,24000,carte_bancaire,reussi
1177,1219,54000,paiement_livraison,reussi
1178,1220,108100,mobile_money,reussi
1179,1221,11000,paiement_livraison,reussi
1180,1223,19000,paiement_livraison,reussi
1181,1224,30000,mobile_money,echoue
1182,1225,45000,Mobile Money,reussi
1183,1226,53500,paiement_livraison,reussi
1184,1227,93000,paiement_livraison,echoue
1185,1228,39500,mobile_money,reussi
1186,1229,42400,carte_bancaire,reussi
1187,1230,13000,paiement_livraison,reussi
1188,1231,25000,carte_bancaire,reussi
1189,1232,45600,carte_bancaire,reussi
1190,1233,19000,mobile_money,reussi
1191,1233,19000,mobile_money,reussi
1192,1234,128000,mobile_money,reussi
1193,1235,46500,Mobile Money,reussi
1194,1237,14000,mobile_money,reussi
1195,1238,38500,paiement_livraison,reussi
1196,1238,38500,paiement_livraison,reussi
1197,1239,189500,mobile_money,reussi
1198,1240,91000,mobile_money,reussi
1199,1241,99700,paiement_livraison,reussi
1200,1242,54600,paiement_livraison,reussi
1201,1243,75000,mobile_money,reussi
1202,1244,197000,mobile_money,reussi
1203,1245,89500,carte_bancaire,echoue
1204,1246,24000,mobile_money,reussi
1205,1247,36000,paiement_livraison,reussi
1206,1248,36900,paiement_livraison,reussi
1207,1249,39500,carte_bancaire,reussi
1208,1250,55100,Mobile Money,reussi
1209,1251,110000,carte_bancaire,reussi
1210,1252,55900,paiement_livraison,reussi
1211,1254,88500,carte_bancaire,echoue
1212,1255,36400,paiement_livraison,reussi
1213,1256,53700,mobile_money,reussi
1214,1257,88200,carte_bancaire,reussi
1215,1258,25000,mobile_money,reussi
1216,1259,13500,paiement_livraison,reussi
1217,1260,92000,carte_bancaire,reussi
1218,1261,51000,mobile_money,reussi
1219,1262,116000,carte_bancaire,reussi
1220,1263,93500,carte_bancaire,reussi
1221,1264,44000,mobile_money,reussi
1222,1266,28500,mobile_money,reussi
1223,1267,24000,mobile_money,reussi
1224,1268,75700,mobile_money,reussi
1225,1269,42000,mobile_money,reussi
1226,1270,4500,carte_bancaire,reussi
1227,1270,4500,Mobile Money,reussi
1228,1271,75000,Mobile Money,reussi
1229,1272,21500,Mobile Money,reussi
1230,1273,144000,mobile_money,reussi
1231,1274,38000,paiement_livraison,reussi
1232,1275,37500,mobile_money,reussi
1233,1276,165000,paiement_livraison,reussi
1234,1277,11000,mobile_money,reussi
1235,1278,36000,paiement_livraison,reussi
1236,1279,29800,carte_bancaire,reussi
1237,1281,44000,paiement_livraison,reussi
1238,1282,68400,mobile_money,reussi
1239,1283,83500,mobile_money,reussi
1240,1284,4500,carte_bancaire,reussi
1241,1285,125000,mobile_money,reussi
1242,1286,126000,carte_bancaire,reussi
1243,1287,24500,mobile_money,reussi
1244,1288,59400,mobile_money,reussi
1245,1289,32000,mobile_money,reussi
1246,1290,7000,carte_bancaire,reussi
1247,1291,108000,carte_bancaire,reussi
1248,1292,27600,paiement_livraison,reussi
1249,1293,129500,mobile_money,reussi
1250,1294,94500,mobile_money,reussi
1251,1295,128500,Mobile Money,reussi
1252,1296,98000,carte_bancaire,reussi
1253,1297,79100,mobile_money,reussi
1254,1299,103500,carte_bancaire,reussi
1255,1300,159000,mobile_money,reussi
1256,1301,35000,mobile_money,reussi
1257,1302,8600,carte_bancaire,reussi
1258,1303,121100,mobile_money,reussi
1259,1304,11600,paiement_livraison,reussi
1260,1306,175000,paiement_livraison,reussi
1261,1307,79500,mobile_money,echoue
1262,1308,103000,carte_bancaire,reussi
1263,1309,25000,mobile_money,reussi
1264,1310,59000,paiement_livraison,reussi
1265,1311,22500,mobile_money,reussi
1266,1312,30600,carte_bancaire,reussi
1267,1313,15600,Mobile Money,reussi
1268,1314,30000,paiement_livraison,echoue
1269,1315,66000,carte_bancaire,reussi
1270,1316,28500,mobile_money,echoue
1271,1317,36000,carte_bancaire,reussi
1272,1318,44400,carte_bancaire,reussi
1273,1319,46200,Mobile Money,reussi
1274,1320,70000,paiement_livraison,reussi
1275,1321,7500,Mobile Money,reussi
1276,1322,4500,mobile_money,reussi
1277,1323,126800,mobile_money,reussi
1278,1324,6000,mobile_money,echoue
1279,1325,15600,carte_bancaire,reussi
1280,1326,65500,carte_bancaire,reussi
1281,1327,27600,mobile_money,reussi
1282,1328,9000,paiement_livraison,reussi
1283,1329,54900,carte_bancaire,reussi
1284,1330,58400,Mobile Money,reussi
1285,1332,37600,paiement_livraison,reussi
1286,1333,23300,carte_bancaire,reussi
1287,1334,7500,mobile_money,reussi
1288,1335,105000,mobile_money,reussi
1289,1336,96000,paiement_livraison,reussi
1290,1337,28500,mobile_money,reussi
1291,1338,71100,paiement_livraison,reussi
1292,1339,120500,mobile_money,reussi
1293,1340,42400,mobile_money,reussi
1294,1341,14200,mobile_money,reussi
1295,1342,114000,mobile_money,reussi
1296,1343,84500,paiement_livraison,reussi
1297,1344,74400,paiement_livraison,reussi
1298,1345,35500,paiement_livraison,reussi
1299,1346,75000,paiement_livraison,reussi
1300,1347,4200,carte_bancaire,reussi
1301,1348,4500,carte_bancaire,reussi
1302,1350,62000,mobile_money,reussi
1303,1351,90000,paiement_livraison,reussi
1304,1352,54000,mobile_money,reussi
1305,1353,88500,carte_bancaire,reussi
1306,1354,71000,paiement_livraison,reussi
1307,1355,9000,carte_bancaire,reussi
1308,1356,56600,mobile_money,reussi
1309,1359,1500,carte_bancaire,reussi
1310,1359,1500,mobile_money,reussi
1311,1360,96000,mobile_money,reussi
1312,1361,27200,carte_bancaire,reussi
1313,1362,30000,carte_bancaire,reussi
1314,1364,9500,carte_bancaire,reussi
1315,1365,97500,paiement_livraison,reussi
1316,1366,37600,carte_bancaire,reussi
1317,1367,28000,mobile_money,reussi
1318,1368,7000,mobile_money,reussi
1319,1369,47500,mobile_money,reussi
1320,1370,64600,mobile_money,reussi
1321,1371,44300,Mobile Money,reussi
1322,1372,51000,mobile_money,reussi
1323,1373,39200,mobile_money,reussi
1324,1374,18800,paiement_livraison,echoue
1325,1375,27000,carte_bancaire,reussi
1326,1376,75000,paiement_livraison,reussi
1327,1377,55000,mobile_money,reussi
1328,1378,81500,mobile_money,reussi
1329,1380,66000,Mobile Money,reussi
1330,1381,58100,carte_bancaire,reussi
1331,1382,221500,mobile_money,reussi
1332,1383,213600,paiement_livraison,reussi
1333,1384,35000,mobile_money,reussi
1334,1385,8800,mobile_money,reussi
1335,1387,48300,mobile_money,reussi
1336,1388,51000,mobile_money,reussi
1337,1388,51000,paiement_livraison,reussi
1338,1390,71100,carte_bancaire,reussi
1339,1391,81000,carte_bancaire,reussi
1340,1392,131000,mobile_money,reussi
1341,1393,81000,carte_bancaire,reussi
1342,1394,153000,carte_bancaire,reussi
1343,1395,8400,mobile_money,reussi
1344,1396,55400,mobile_money,reussi
1345,1397,81500,carte_bancaire,reussi
1346,1398,51600,carte_bancaire,reussi
1347,1399,15000,carte_bancaire,reussi
1348,1400,48000,mobile_money,reussi
1349,1401,44000,paiement_livraison,reussi
1350,1402,126000,carte_bancaire,reussi
1351,1403,58500,carte_bancaire,reussi
1352,1404,66000,paiement_livraison,reussi
1353,1405,125600,carte_bancaire,reussi
1354,1406,84500,mobile_money,reussi
1355,1407,101100,mobile_money,reussi
1356,1408,58600,carte_bancaire,reussi
1357,1409,146100,carte_bancaire,reussi
1358,1410,112000,carte_bancaire,reussi
1359,1411,8000,paiement_livraison,reussi
1360,1412,15000,mobile_money,reussi
1361,1413,76900,mobile_money,reussi
1362,1414,39000,mobile_money,reussi
1363,1417,7000,carte_bancaire,reussi
1364,1418,70000,mobile_money,reussi
1365,1419,8400,carte_bancaire,reussi
1366,1420,26000,mobile_money,reussi
1367,1422,61000,paiement_livraison,reussi
1368,1423,82000,mobile_money,reussi
1369,1424,122400,carte_bancaire,reussi
1370,1425,13500,carte_bancaire,reussi
1371,1426,77400,mobile_money,reussi
1372,1427,1500,mobile_money,reussi
1373,1428,58400,mobile_money,reussi
1374,1429,49000,paiement_livraison,echoue
1375,1430,204000,carte_bancaire,reussi
1376,1431,15000,mobile_money,reussi
1377,1431,15000,mobile_money,reussi
1378,1432,44600,paiement_livraison,reussi
1379,1433,4500,Mobile Money,reussi
1380,1434,39000,mobile_money,reussi
1381,1435,10100,carte_bancaire,reussi
1382,1436,113000,mobile_money,reussi
1383,1437,105000,mobile_money,reussi
1384,1438,6000,mobile_money,echoue
1385,1439,15200,mobile_money,reussi
1386,1440,45000,mobile_money,reussi
1387,1441,11600,mobile_money,reussi
1388,1442,118500,mobile_money,reussi
1389,1443,11600,carte_bancaire,reussi
1390,1444,89600,carte_bancaire,reussi
1391,1445,18900,paiement_livraison,reussi
1392,1446,9000,mobile_money,reussi
1393,1447,93500,mobile_money,reussi
1394,1448,84900,mobile_money,reussi
1395,1449,56500,carte_bancaire,reussi
1396,1450,9000,carte_bancaire,reussi
1397,1451,45500,carte_bancaire,reussi
1398,1453,113400,carte_bancaire,reussi
1399,1454,127000,carte_bancaire,reussi
1400,1455,72000,carte_bancaire,echoue
1401,1456,67500,mobile_money,reussi
1402,1457,25500,mobile_money,reussi
1403,1459,30000,carte_bancaire,reussi
1404,1460,18900,carte_bancaire,reussi
1405,1461,6500,carte_bancaire,reussi
1406,1462,4200,mobile_money,echoue
1407,1462,4200,carte_bancaire,reussi
1408,1463,45000,Mobile Money,reussi
1409,1464,22500,carte_bancaire,reussi
1410,1465,9500,Mobile Money,reussi
1411,1468,22000,mobile_money,reussi
1412,1469,113800,mobile_money,reussi
1413,1470,25000,paiement_livraison,reussi
1414,1471,95000,mobile_money,reussi
1415,1472,112500,mobile_money,reussi
1416,1473,23500,paiement_livraison,reussi
1417,1474,58500,mobile_money,reussi
1418,1475,22500,carte_bancaire,reussi
1419,1476,59500,mobile_money,reussi
1420,1477,99000,carte_bancaire,reussi
1421,1478,75000,carte_bancaire,reussi
1422,1479,87400,mobile_money,reussi
1423,1480,103400,mobile_money,reussi
1424,1481,57600,mobile_money,echoue
1425,1483,1500,mobile_money,reussi
1426,1484,40300,carte_bancaire,reussi
1427,1485,132000,carte_bancaire,reussi
1428,1486,88500,carte_bancaire,reussi
1429,1487,121500,mobile_money,reussi
1430,1488,76000,carte_bancaire,reussi
1431,1489,19000,carte_bancaire,echoue
1432,1490,42400,mobile_money,reussi
1433,1491,90000,paiement_livraison,echoue
1434,1493,8000,mobile_money,reussi
1435,1494,45000,paiement_livraison,reussi
1436,1495,21200,paiement_livraison,reussi
1437,1496,87000,Mobile Money,reussi
1438,1497,79000,carte_bancaire,reussi
1439,1498,81000,mobile_money,reussi
1440,1499,37500,mobile_money,reussi
1441,1500,49000,mobile_money,reussi
1442,1501,17400,mobile_money,reussi
1443,1502,6500,mobile_money,reussi
1444,1502,6500,mobile_money,reussi
1445,1503,27900,mobile_money,reussi
1446,1504,23400,carte_bancaire,reussi
1447,1505,7000,mobile_money,reussi
1448,1506,25000,mobile_money,reussi
1449,1507,25500,mobile_money,reussi
1450,1509,77600,carte_bancaire,reussi
1451,1510,105000,carte_bancaire,echoue
1452,1511,54000,paiement_livraison,reussi
1453,1512,19500,paiement_livraison,reussi
1454,1513,65500,paiement_livraison,reussi
1455,1514,151300,paiement_livraison,echoue
1456,1515,13300,mobile_money,reussi
1457,1516,57000,mobile_money,reussi
1458,1517,42000,mobile_money,reussi
1459,1518,105000,carte_bancaire,reussi
1460,1519,105500,mobile_money,reussi
1461,1520,93100,mobile_money,reussi
1462,1521,17400,mobile_money,reussi
1463,1522,41000,mobile_money,reussi
1464,1523,37500,carte_bancaire,reussi
1465,1524,44000,carte_bancaire,reussi
1466,1525,159000,mobile_money,reussi
1467,1526,120000,paiement_livraison,reussi
1468,1528,55300,Mobile Money,reussi
1469,1530,49400,carte_bancaire,reussi
1470,1531,198500,carte_bancaire,reussi
1471,1532,123000,carte_bancaire,reussi
1472,1533,2800,carte_bancaire,reussi
1473,1534,120000,carte_bancaire,reussi
1474,1535,14000,carte_bancaire,reussi
1475,1536,24000,paiement_livraison,reussi
1476,1537,62000,paiement_livraison,reussi
1477,1538,11000,mobile_money,reussi
1478,1539,135500,paiement_livraison,reussi
1479,1540,139400,carte_bancaire,reussi
1480,1541,3000,paiement_livraison,reussi
1481,1542,30000,mobile_money,reussi
1482,1543,16000,mobile_money,reussi
1483,1544,57000,carte_bancaire,reussi
1484,1545,60000,paiement_livraison,reussi
1485,1546,33500,mobile_money,reussi
1486,1547,97500,mobile_money,reussi
1487,1548,12500,carte_bancaire,reussi
